,SK_ID_CURR,y_proba
261,147601,0.04286227
262,121634,0.32214832
263,171054,0.16938037
264,207837,0.23119293
265,112485,0.06765097
266,277914,0.036648005
267,440089,0.053719465
268,403042,0.048491623
269,157589,0.10968056
270,252415,0.1557344
271,300311,0.019373076
272,258099,0.05861761
273,268428,0.019488277
274,236746,0.09233758
275,222744,0.0097196
276,108294,0.020004882
277,286390,0.009235948
278,340617,0.02985491
279,401079,0.07111513
280,140473,0.01426773
281,281105,0.01101515
282,398022,0.03127507
283,368368,0.040116232
284,273618,0.009943491
285,238835,0.021939807
286,451405,0.15578479
287,220268,0.024667207
288,111236,0.12843925
289,229372,0.034000136
290,214909,0.16265608
291,424465,0.15465637
292,425753,0.05452875
293,187107,0.00654934
294,355551,0.019676792
295,150875,0.013512405
296,228360,0.04944751
297,158449,0.1313007
298,256827,0.025407333
299,452482,0.01993449
300,240143,0.023479598
301,345371,0.04594967
302,367140,0.035828814
303,425216,0.028863646
304,306460,0.020966277
305,261919,0.098164305
306,378545,0.053903133
307,376784,0.11795401
308,321675,0.072479635
309,413821,0.008364986
310,115870,0.010930577
311,150067,0.06601142
312,444215,0.046525937
313,455421,0.017242083
314,127234,0.08007655
315,422385,0.047333848
316,145471,0.19273493
317,267867,0.032996207
318,342040,0.19770363
319,232639,0.1254041
320,379752,0.03173561
321,107047,0.035163406
322,128773,0.16200276
323,226072,0.13590813
324,424147,0.11617263
325,371123,0.16605996
326,418636,0.03382132
327,176632,0.0156126125
328,446395,0.08878291
329,189140,0.07005212
330,250851,0.11587081
331,416391,0.07220027
332,245881,0.07182076
333,296736,0.022835985
334,193826,0.24461338
335,116843,0.1263123
336,180901,0.21203548
337,212322,0.28616083
338,139141,0.023059791
339,267885,0.15604909
340,252227,0.022027098
341,405466,0.019444497
342,361985,0.11679173
343,103758,0.06671014
344,244944,0.086291306
345,125301,0.22000915
346,245826,0.03186533
347,127394,0.16156487
348,223321,0.031645257
349,433192,0.031889718
350,436795,0.04746723
351,311093,0.005009236
352,343150,0.15424818
353,147034,0.015920902
354,187683,0.064456806
355,306945,0.034715135
356,248625,0.18580782
357,179828,0.09552549
358,293811,0.5741634
359,429605,0.024764683
360,343104,0.07227243
361,158792,0.17099173
362,229537,0.05802225
363,404533,0.02490025
364,455507,0.30847207
365,269784,0.033054065
366,436527,0.021714967
367,284372,0.06503688
368,333637,0.20983054
369,199780,0.17979594
370,362103,0.15668534
371,262900,0.01254846
372,287481,0.27315673
373,422925,0.052746747
374,190888,0.1486957
375,313046,0.022105722
376,171286,0.083855525
377,427096,0.053133316
378,197712,0.15086523
379,133508,0.13228367
380,183904,0.01514218
381,163168,0.482575
382,125740,0.046582494
383,394614,0.025908051
384,443207,0.12775959
385,277385,0.013102255
386,432854,0.04635595
387,175118,0.034609374
388,177634,0.1315302
389,359767,0.045683924
390,198443,0.04142152
391,365637,0.018835796
392,141073,0.059403524
393,352545,0.11734144
394,162456,0.009180217
395,207216,0.07291897
396,288483,0.33822685
397,134994,0.015542435
398,179586,0.067766264
399,249799,0.033314943
400,118095,0.014404978
401,415596,0.07043854
402,390596,0.027808568
403,112781,0.06552168
404,123894,0.07129581
405,128093,0.022393288
406,355216,0.048828725
407,305353,0.04838854
408,455753,0.052664697
409,328893,0.08315555
410,173741,0.06965434
411,169823,0.08573387
412,374097,0.2625106
413,132210,0.1429455
414,424435,0.011129404
415,228112,0.075302325
416,359167,0.06497345
417,221299,0.065605685
418,349867,0.26475608
419,346581,0.039708257
420,121441,0.13238907
421,349412,0.15576473
422,444267,0.1485715
423,236539,0.15560491
424,450175,0.15082072
425,336834,0.19463518
426,341376,0.114397265
427,447152,0.112252206
428,120656,0.119227126
429,326844,0.18385875
430,319431,0.07313876
431,445901,0.0741202
432,452186,0.088977985
433,366510,0.027598955
434,318465,0.08381765
435,123406,0.062380366
436,290237,0.059494287
437,120973,0.04432869
438,280763,0.17364809
439,416911,0.030976102
440,365876,0.038056873
441,381252,0.051974177
442,145116,0.14134896
443,187816,0.043586623
444,337507,0.28482762
445,222412,0.07335568
446,324102,0.019961948
447,201809,0.04667386
448,204825,0.050954033
449,388563,0.019184709
450,140171,0.013751274
451,392850,0.039801046
452,210311,0.26925984
453,338217,0.09485712
454,109751,0.07774931
455,233440,0.044561747
456,152733,0.07306494
457,224331,0.017612383
458,385109,0.02712328
459,162466,0.015193023
460,231766,0.13808104
461,283610,0.02578775
462,192476,0.12102986
463,399183,0.13897872
464,161633,0.055028234
465,141026,0.31974486
466,399379,0.0834962
467,117699,0.034038864
468,385533,0.3821288
469,209400,0.058731895
470,256262,0.1347113
471,288578,0.123430304
472,380753,0.05458782
473,381351,0.057382982
474,421320,0.049261436
475,100930,0.015696531
476,229792,0.1492219
477,301172,0.06986303
478,180390,0.19036621
479,355215,0.090781115
480,342524,0.027019097
481,446559,0.026917886
482,263618,0.043844227
483,343267,0.09843832
484,104662,0.077908486
485,172455,0.24038137
486,170858,0.22658446
487,105930,0.07731873
488,284546,0.017306622
489,236789,0.081227414
490,432973,0.030075992
491,185541,0.017486358
492,402132,0.06518883
493,290616,0.2065974
494,264713,0.022774236
495,107945,0.14335927
496,119720,0.16981894
497,107118,0.022385908
498,312523,0.010235058
499,323945,0.04751546
500,117061,0.08929778
501,386447,0.07045458
502,293564,0.07345539
503,123269,0.120837905
504,199101,0.080153696
505,230146,0.119208924
506,382780,0.09940072
507,338144,0.19226858
508,296473,0.038686156
509,122773,0.024295164
510,236786,0.29908222
511,130899,0.047696535
512,187811,0.09264718
513,358190,0.022165524
514,212163,0.05936853
515,317415,0.0435608
516,341725,0.15545286
517,204250,0.09671698
518,267875,0.13336307
519,173758,0.049369797
520,159830,0.029697616
521,210119,0.09750964
522,211626,0.046372373
523,267566,0.01379386
524,429899,0.24714968
525,401555,0.08533461
526,437600,0.052579757
527,186075,0.16968328
528,154073,0.3022198
529,123939,0.031480294
530,145150,0.07296897
531,305542,0.028542044
532,185587,0.053835455
533,195453,0.02731363
534,416762,0.026664825
535,268360,0.10016783
536,287832,0.06911925
537,412813,0.034419604
538,307741,0.05368677
539,231403,0.06131464
540,273161,0.08512623
541,435457,0.24174401
542,348968,0.027339349
543,317896,0.037343573
544,363752,0.046343382
545,153354,0.107859656
546,208850,0.06731399
547,423897,0.14749026
548,129236,0.048466615
549,451493,0.030101687
550,191700,0.08352912
551,243799,0.096783236
552,280930,0.018534807
553,196924,0.1930013
554,128719,0.047964297
555,442798,0.010681854
556,267688,0.0558829
557,326158,0.02139143
558,129891,0.11109503
559,418338,0.014989579
560,180268,0.03633894
561,394792,0.028123753
562,433909,0.019330116
563,302114,0.21099563
564,267415,0.027775096
565,224761,0.090675175
566,432662,0.16122799
567,396802,0.06432618
568,103710,0.07652244
569,430454,0.042704016
570,287188,0.028236127
571,171203,0.016371826
572,239852,0.019629827
573,171283,0.032323215
574,407908,0.025152195
575,455242,0.05557146
576,246094,0.03329438
577,424233,0.025606062
578,171832,0.04682447
579,120901,0.32165748
580,122052,0.13905193
581,148017,0.09601797
582,179351,0.0067511774
583,148505,0.091772676
584,179011,0.29879165
585,215027,0.086650975
586,318240,0.035453208
587,376709,0.03016448
588,408079,0.15907165
589,248436,0.032538753
590,210078,0.028121661
591,441422,0.0048469505
592,298528,0.028731292
593,152534,0.03483745
594,446793,0.012682868
595,430687,0.06973636
596,178056,0.074618556
597,282689,0.108023986
598,435643,0.08570394
599,287461,0.2861323
600,215090,0.06363397
601,149145,0.069427334
602,101396,0.053573646
603,321349,0.08923672
604,325183,0.17676482
605,174489,0.046524353
606,415289,0.20587109
607,289830,0.16210888
608,265219,0.02824284
609,282762,0.06927824
610,342035,0.121991985
611,129718,0.07362584
612,139577,0.09924555
613,348219,0.17786132
614,200856,0.09233154
615,107288,0.09545562
616,405255,0.05674533
617,287896,0.06758316
618,158067,0.04064819
619,222731,0.035887774
620,364933,0.09291872
621,164540,0.02570703
622,380213,0.08336244
623,380432,0.2644998
624,271909,0.027209371
625,300892,0.10150059
626,231823,0.04219451
627,209496,0.020580957
628,417601,0.034307547
629,307727,0.018718833
630,215176,0.01774879
631,151734,0.03033032
632,257413,0.02342151
633,224101,0.16514319
634,325756,0.052716367
635,453640,0.02771179
636,440958,0.16165483
637,233537,0.041270543
638,432740,0.15386769
639,213104,0.05988019
640,309416,0.02266574
641,351650,0.09985289
642,296215,0.03744654
643,141846,0.0049083903
644,264634,0.15049797
645,273887,0.11524766
646,437683,0.13540988
647,278991,0.15717417
648,429486,0.08793664
649,162119,0.029204955
650,401612,0.1225235
651,194508,0.106238
652,338461,0.1150581
653,339201,0.103185944
654,419735,0.023217645
655,106742,0.033154525
656,313315,0.056398977
657,430012,0.054657936
658,303463,0.010731634
659,196645,0.0073593957
660,251634,0.07462982
661,235739,0.034890413
662,130969,0.15235263
663,214669,0.06193448
664,319724,0.17847742
665,400128,0.014427863
666,179416,0.028309666
667,154642,0.07407816
668,256811,0.17150278
669,256806,0.08373278
670,372763,0.016758943
671,289303,0.032727733
672,453154,0.50579923
673,292810,0.0387828
674,184620,0.0108019225
675,243417,0.016031457
676,131176,0.31644338
677,420677,0.018128697
678,405891,0.017177152
679,133739,0.06122024
680,336662,0.091381885
681,303677,0.059000432
682,354194,0.1706366
683,324213,0.061113264
684,178379,0.011559991
685,345278,0.029308269
686,338754,0.1048173
687,231959,0.09193346
688,269926,0.06691028
689,444331,0.10135937
690,424562,0.0141237145
691,133291,0.0135908285
692,101507,0.074312024
693,150994,0.08327365
694,106835,0.043470625
695,273746,0.30762735
696,143785,0.02933646
697,256836,0.23086415
698,134297,0.045316618
699,404136,0.028660646
700,141351,0.16110453
701,226107,0.12617052
702,121957,0.27383038
703,336142,0.022004355
704,367335,0.059330516
705,138181,0.040019825
706,157364,0.12292269
707,452183,0.17974328
708,212516,0.02411487
709,203158,0.016580818
710,406759,0.044098984
711,178177,0.04206601
712,270542,0.20453039
713,327748,0.1736042
714,227683,0.05226605
715,289664,0.27849957
716,434426,0.11446079
717,293054,0.02366375
718,392066,0.102348395
719,196257,0.1414546
720,368329,0.23455274
721,230131,0.07168692
722,137643,0.20074457
723,127574,0.10412544
724,358176,0.020406462
725,341868,0.016217936
726,360233,0.030504797
727,287436,0.08943685
728,397751,0.4009839
729,247735,0.13511103
730,176811,0.117285326
731,447514,0.046259757
732,354489,0.08801176
733,282867,0.17526856
734,245371,0.07069899
735,419105,0.10753899
736,242855,0.17011255
737,104423,0.06424816
738,260576,0.044717643
739,297581,0.1074287
740,323875,0.033826973
741,299569,0.023357943
742,107482,0.03910767
743,443584,0.04808325
744,103685,0.015290601
745,443139,0.10994147
746,121751,0.01833512
747,380910,0.04357297
748,398250,0.1978981
749,148942,0.013762882
750,375599,0.046656787
751,441111,0.07663953
752,137303,0.04049838
753,305674,0.062506944
754,162212,0.012948319
755,384634,0.39816988
756,409496,0.059438616
757,443665,0.08303217
758,311485,0.18392734
759,161281,0.045279067
760,290820,0.03883065
761,306137,0.020044701
762,448425,0.06802568
763,153404,0.17469604
764,406885,0.054205135
765,345830,0.017656162
766,313402,0.0538295
767,221970,0.102226146
768,171904,0.04204486
769,368302,0.02746645
770,254273,0.09138293
771,269398,0.1436835
772,128600,0.023542002
773,399406,0.043244217
774,104414,0.09114698
775,237337,0.04459996
776,208095,0.053235974
777,198119,0.066453315
778,185532,0.015087452
779,260490,0.5156443
780,116423,0.07731546
781,263135,0.09394008
782,269356,0.060000505
783,239528,0.09749603
784,355931,0.020923981
785,300940,0.04980315
786,451495,0.06352715
787,450156,0.07562398
788,248885,0.06902971
789,355814,0.04473882
790,290055,0.07809066
791,275777,0.041473854
792,333879,0.14351648
793,395867,0.017377276
794,376678,0.015035332
795,110191,0.015695058
796,445733,0.13427463
797,304996,0.12686092
798,297710,0.05768241
799,294034,0.014901701
800,256430,0.15221275
801,426775,0.009664884
802,169617,0.039324153
803,150057,0.090794295
804,385445,0.033560604
805,232706,0.028960334
806,277313,0.09838725
807,287279,0.020974936
808,452687,0.059891224
809,372689,0.06832292
810,312391,0.068558194
811,259576,0.18111345
812,367131,0.024514876
813,120508,0.016326599
814,331245,0.034190804
815,338925,0.015249453
816,257246,0.22597973
817,160751,0.06686419
818,378007,0.03507406
819,355717,0.03561862
820,243271,0.031663466
821,267838,0.12629458
822,442806,0.065060444
823,380642,0.02005833
824,242153,0.120284885
825,235100,0.4229281
826,353951,0.04326197
827,436292,0.061490625
828,374462,0.02278156
829,144542,0.048375987
830,402099,0.20380856
831,254989,0.037512563
832,423455,0.07709203
833,349985,0.0770002
834,358093,0.061308432
835,411311,0.042295087
836,224209,0.11906685
837,378443,0.017619958
838,238997,0.02807075
839,139697,0.070560314
840,352493,0.30273467
841,212394,0.04321253
842,423306,0.05381042
843,209014,0.029486457
844,390004,0.04814477
845,151996,0.26141784
846,319005,0.030301448
847,330852,0.033126432
848,121823,0.07439095
849,455207,0.06509095
850,351983,0.06870688
851,141313,0.023045354
852,269446,0.00702136
853,146899,0.063675426
854,218364,0.07645722
855,211841,0.044912554
856,310165,0.08171543
857,130020,0.052310545
858,322284,0.10013971
859,155914,0.03223825
860,241637,0.15971866
861,372818,0.03197143
862,237477,0.04678943
863,337598,0.17671257
864,318773,0.033567116
865,278475,0.030722123
866,402569,0.068916835
867,442113,0.058140382
868,373282,0.012273785
869,104038,0.041142203
870,312606,0.076101825
871,445304,0.13597564
872,406432,0.03157229
873,272664,0.019300647
874,392865,0.085510716
875,408994,0.030395756
876,407185,0.020648308
877,191058,0.12814896
878,116166,0.09792284
879,177614,0.07454028
880,147266,0.018790232
881,231806,0.06116414
882,197549,0.046611205
883,340053,0.15239644
884,292201,0.009692975
885,417347,0.05080899
886,247667,0.060207292
887,216400,0.07496949
888,425846,0.037216425
889,218072,0.06369247
890,320652,0.042446274
891,144408,0.11400762
892,332217,0.06848228
893,276601,0.09148929
894,320246,0.21217936
895,176451,0.14014615
896,345589,0.02399964
897,314881,0.049893316
898,391187,0.084716305
899,389721,0.028710814
900,403146,0.11853816
901,350348,0.2511419
902,368932,0.16679263
903,431925,0.01883234
904,191269,0.040140886
905,136839,0.12393841
906,179484,0.016748149
907,324331,0.040311556
908,366290,0.019549968
909,296220,0.033838857
910,291984,0.20816293
911,366903,0.06242512
912,120141,0.02919456
913,300543,0.09631429
914,104117,0.03210455
915,242380,0.045296274
916,331283,0.019777915
917,451552,0.008047343
918,288100,0.107269526
919,141428,0.123572625
920,340280,0.18364853
921,387523,0.013549467
922,129679,0.025002955
923,266426,0.09712484
924,173962,0.03929624
925,456087,0.10041597
926,345637,0.03655853
927,445952,0.08965451
928,317214,0.10330219
929,190212,0.11773176
930,105459,0.014792453
931,105504,0.011473745
932,352755,0.0709338
933,361192,0.10448566
934,215359,0.017757528
935,229070,0.044790875
936,366357,0.02938752
937,251365,0.012969117
938,343161,0.09060353
939,283594,0.086642966
940,370249,0.066261664
941,207967,0.023199452
942,132433,0.012592008
943,390503,0.22030687
944,273189,0.07594263
945,236265,0.14750504
946,101648,0.09350404
947,299509,0.020297274
948,445624,0.057580452
949,184147,0.14945956
950,119796,0.08175304
951,285063,0.042158455
952,168527,0.052290834
953,349232,0.018588986
954,115064,0.028651217
955,300408,0.033710916
956,224389,0.08208417
957,299207,0.034848217
958,321812,0.052408166
959,432208,0.17007755
960,291420,0.031570017
961,278567,0.016967166
962,444747,0.04713552
963,394273,0.088817745
964,156334,0.13301076
965,118178,0.065544166
966,213367,0.01975087
967,240194,0.03618929
968,252100,0.043892417
969,322577,0.18268482
970,235287,0.017134225
971,238407,0.01791346
972,116075,0.061479967
973,420756,0.030747
974,201511,0.5502963
975,376731,0.04258855
976,124242,0.020137575
977,177916,0.037216578
978,165559,0.16274334
979,236495,0.17568861
980,328691,0.0153073175
981,112406,0.029494707
982,138727,0.009874819
983,256514,0.07695841
984,245325,0.13862216
985,134113,0.025367191
986,429280,0.01423595
987,345424,0.023138646
988,118602,0.2287673
989,360625,0.2029069
990,445264,0.3131977
991,286780,0.09783379
992,143490,0.031570453
993,134922,0.029566366
994,116451,0.09390843
995,389889,0.03757699
996,340350,0.09094965
997,231590,0.17338136
998,394955,0.022363346
999,251914,0.0105966525
1000,437122,0.06812133
1001,366131,0.016986178
1002,250255,0.036122166
1003,411721,0.07255844
1004,206090,0.080739155
1005,280467,0.052277688
1006,192214,0.11759917
1007,445701,0.038289074
1008,382052,0.044886466
1009,268734,0.051168546
1010,176552,0.08118076
1011,144392,0.087042734
1012,186041,0.12289808
1013,343629,0.01155882
1014,368789,0.034578193
1015,212849,0.17884044
1016,328649,0.054110255
1017,353870,0.015773164
1018,179584,0.12624562
1019,276970,0.023398675
1020,439572,0.03799447
1021,390817,0.06513778
1022,436184,0.022057826
1023,248221,0.07338919
1024,291662,0.43141046
1025,163755,0.021515124
1026,277050,0.011647761
1027,383263,0.042048424
1028,174752,0.11520731
1029,255195,0.045407817
1030,334569,0.029815115
1031,158022,0.4779498
1032,393415,0.32346776
1033,401515,0.09016635
1034,114932,0.026712952
1035,158630,0.129053
1036,282013,0.06430036
1037,361052,0.062624305
1038,202442,0.021636182
1039,298987,0.026349757
1040,120841,0.21365649
1041,279663,0.05653697
1042,241253,0.111949585
1043,364845,0.07329875
1044,437408,0.057677187
1045,128444,0.020032523
1046,127644,0.03423919
1047,367934,0.25179544
1048,138292,0.074539736
1049,318443,0.023166366
1050,152514,0.027897017
1051,224501,0.015709672
1052,353677,0.01508109
1053,110328,0.27388793
1054,138170,0.15242909
1055,350834,0.16544409
1056,133118,0.061460003
1057,447829,0.02995711
1058,408090,0.20399295
1059,301022,0.030258251
1060,180057,0.08788899
1061,304139,0.09828183
1062,389334,0.023908874
1063,274765,0.012146318
1064,360441,0.0159355
1065,333301,0.011019675
1066,395864,0.11529731
1067,237336,0.14089893
1068,314280,0.3838224
1069,210668,0.11880675
1070,126669,0.036404815
1071,153077,0.036112115
1072,397597,0.0644738
1073,339421,0.01843553
1074,212719,0.021498725
1075,335346,0.034310896
1076,159101,0.30684987
1077,276531,0.022243008
1078,129210,0.016892614
1079,248233,0.07409365
1080,383274,0.07739048
1081,126527,0.048372746
1082,390914,0.22020404
1083,152853,0.034719393
1084,352002,0.3049193
1085,441439,0.019533297
1086,233717,0.022560481
1087,156638,0.08604179
1088,315846,0.06491655
1089,437398,0.05460611
1090,451082,0.013335603
1091,400523,0.06869228
1092,274104,0.061375134
1093,281208,0.02858227
1094,415223,0.018592468
1095,316901,0.03047425
1096,420452,0.05992506
1097,121043,0.030339919
1098,358574,0.027142134
1099,176536,0.08004235
1100,339388,0.07054168
1101,315355,0.05727865
1102,310600,0.10429386
1103,110727,0.07437795
1104,265252,0.033160478
1105,345937,0.049551662
1106,295023,0.020873021
1107,330339,0.3505303
1108,194796,0.016942259
1109,415330,0.30575895
1110,207328,0.026230479
1111,438548,0.04418461
1112,310393,0.010666601
1113,175550,0.045585405
1114,111805,0.016799575
1115,398467,0.050470073
1116,105315,0.039403092
1117,438800,0.043977793
1118,366139,0.09170085
1119,284350,0.14342357
1120,345312,0.06668073
1121,101541,0.0135574555
1122,308714,0.16199893
1123,447219,0.02992549
1124,411528,0.083458625
1125,142913,0.06698558
1126,106382,0.040733114
1127,329773,0.08996858
1128,380695,0.051025607
1129,289729,0.08203196
1130,377601,0.04210029
1131,242726,0.3057439
1132,349521,0.0214053
1133,330864,0.0216058
1134,270258,0.026112786
1135,282130,0.04375501
1136,227041,0.05210083
1137,296587,0.32173395
1138,267406,0.04024123
1139,188730,0.03010734
1140,246461,0.07002407
1141,330225,0.03552621
1142,382305,0.0094712665
1143,299520,0.06246015
1144,282328,0.029883591
1145,165310,0.029537732
1146,322484,0.054991
1147,426244,0.032357983
1148,167076,0.046096165
1149,157373,0.03828096
1150,196321,0.016511094
1151,372139,0.035094917
1152,407150,0.11224455
1153,111691,0.09614253
1154,402538,0.043763697
1155,133643,0.14335996
1156,376183,0.027663803
1157,295571,0.01237835
1158,446422,0.17349161
1159,126005,0.22459565
1160,365343,0.09077649
1161,331149,0.07226533
1162,335288,0.16826993
1163,105020,0.07903499
1164,331155,0.0122159785
1165,398445,0.02670386
1166,418262,0.031470947
1167,227216,0.1621818
1168,346507,0.03631146
1169,220042,0.07868041
1170,166415,0.029666377
1171,173232,0.017132226
1172,261875,0.039969824
1173,156819,0.009666992
1174,407537,0.016175872
1175,287772,0.016021598
1176,253812,0.055550665
1177,404953,0.04979553
1178,388036,0.021434424
1179,168643,0.0817592
1180,151295,0.07213389
1181,287516,0.13810226
1182,300301,0.094810024
1183,385825,0.33844933
1184,342798,0.041523643
1185,363915,0.020089151
1186,337857,0.6067368
1187,410472,0.029872878
1188,375740,0.07418749
1189,455444,0.07536025
1190,330262,0.06996898
1191,371468,0.032514427
1192,189088,0.029167527
1193,226109,0.018128714
1194,409265,0.040590763
1195,372076,0.065814674
1196,287958,0.04400084
1197,383345,0.01947917
1198,161008,0.0209567
1199,344178,0.013407954
1200,200711,0.025690215
1201,312275,0.11475243
1202,228789,0.023569472
1203,107072,0.027780497
1204,106220,0.037487134
1205,392448,0.030335
1206,268123,0.017002635
1207,211917,0.02065608
1208,110092,0.0840076
1209,239529,0.036655724
1210,176018,0.034550905
1211,358887,0.4342477
1212,424200,0.03020737
1213,223165,0.047618344
1214,293056,0.12101105
1215,198898,0.042029027
1216,406665,0.0634423
1217,185655,0.027887074
1218,168670,0.18323745
1219,432906,0.059665736
1220,334057,0.013475792
1221,141983,0.10777011
1222,240014,0.06202811
1223,414718,0.031363737
1224,256989,0.11929952
1225,337166,0.01795594
1226,375870,0.14323531
1227,146353,0.053230558
1228,371905,0.067052096
1229,317624,0.04843343
1230,322257,0.16469923
1231,380916,0.02568414
1232,377160,0.040909942
1233,316881,0.14821938
1234,271947,0.013596762
1235,275991,0.11077338
1236,352349,0.3073477
1237,263500,0.08821204
1238,422241,0.025451714
1239,181684,0.30191424
1240,153605,0.51770836
1241,190337,0.048933387
1242,264412,0.018360794
1243,220195,0.02680338
1244,448358,0.06539791
1245,263840,0.011827072
